"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"00980a","500+","November 10, 2025 at 9:50:00 PM UTC+8","November 10, 2025 at 11:00:00 PM UTC+8","00980a,00982a","https://trends.google.com/trends/explore?q=00980a&geo=TW&hl=en-US"
"華碩","100+","November 11, 2025 at 4:30:00 PM UTC+8","November 11, 2025 at 5:00:00 PM UTC+8","華碩","https://trends.google.com/trends/explore?q=%E8%8F%AF%E7%A2%A9&geo=TW&hl=en-US"
"selangor vs persib bandung","1K+","November 6, 2025 at 8:00:00 PM UTC+8","November 7, 2025 at 8:00:00 AM UTC+8","selangor vs persib bandung","https://trends.google.com/trends/explore?q=selangor%20vs%20persib%20bandung&geo=TW&hl=en-US"
"福懋科","100+","November 11, 2025 at 9:10:00 AM UTC+8","November 11, 2025 at 10:20:00 AM UTC+8","福懋科","https://trends.google.com/trends/explore?q=%E7%A6%8F%E6%87%8B%E7%A7%91&geo=TW&hl=en-US"
"switch 2","200+","November 11, 2025 at 12:30:00 AM UTC+8","November 11, 2025 at 6:20:00 AM UTC+8","switch 2","https://trends.google.com/trends/explore?q=switch%202&geo=TW&hl=en-US"
"周湯豪","200+","November 10, 2025 at 6:40:00 PM UTC+8","November 10, 2025 at 8:30:00 PM UTC+8","周湯豪","https://trends.google.com/trends/explore?q=%E5%91%A8%E6%B9%AF%E8%B1%AA&geo=TW&hl=en-US"
"彰化颱風假","200+","November 10, 2025 at 8:30:00 PM UTC+8","November 10, 2025 at 9:50:00 PM UTC+8","彰化颱風假","https://trends.google.com/trends/explore?q=%E5%BD%B0%E5%8C%96%E9%A2%B1%E9%A2%A8%E5%81%87&geo=TW&hl=en-US"
"中職頒獎典禮","2K+","November 5, 2025 at 6:20:00 PM UTC+8","November 5, 2025 at 11:30:00 PM UTC+8","中職頒獎典禮,林詩翔,中華職棒頒獎典禮,李吳永勤,高塩將樹","https://trends.google.com/trends/explore?q=%E4%B8%AD%E8%81%B7%E9%A0%92%E7%8D%8E%E5%85%B8%E7%A6%AE&geo=TW&hl=en-US"
"胡杏兒","200+","November 9, 2025 at 11:00:00 PM UTC+8","November 10, 2025 at 8:20:00 AM UTC+8","胡杏兒","https://trends.google.com/trends/explore?q=%E8%83%A1%E6%9D%8F%E5%85%92&geo=TW&hl=en-US"
"洪奇昌","100+","November 11, 2025 at 7:50:00 AM UTC+8","November 11, 2025 at 9:10:00 AM UTC+8","洪奇昌","https://trends.google.com/trends/explore?q=%E6%B4%AA%E5%A5%87%E6%98%8C&geo=TW&hl=en-US"
"京鼎","500+","November 7, 2025 at 9:10:00 AM UTC+8","November 7, 2025 at 2:10:00 PM UTC+8","京鼎","https://trends.google.com/trends/explore?q=%E4%BA%AC%E9%BC%8E&geo=TW&hl=en-US"
"順豐","1K+","November 7, 2025 at 9:50:00 AM UTC+8","November 7, 2025 at 5:20:00 PM UTC+8","順豐","https://trends.google.com/trends/explore?q=%E9%A0%86%E8%B1%90&geo=TW&hl=en-US"
"金寶","200+","November 10, 2025 at 1:00:00 PM UTC+8","November 10, 2025 at 2:30:00 PM UTC+8","金寶","https://trends.google.com/trends/explore?q=%E9%87%91%E5%AF%B6&geo=TW&hl=en-US"
"1314","2K+","November 5, 2025 at 9:10:00 AM UTC+8","November 5, 2025 at 2:10:00 PM UTC+8","1314,中石化股價,中華工程,處置股","https://trends.google.com/trends/explore?q=1314&geo=TW&hl=en-US"
"張書豪","500+","November 10, 2025 at 12:00:00 AM UTC+8","November 10, 2025 at 7:40:00 AM UTC+8","張書豪,歐陽妮妮","https://trends.google.com/trends/explore?q=%E5%BC%B5%E6%9B%B8%E8%B1%AA&geo=TW&hl=en-US"
"台北股市","200+","November 10, 2025 at 9:10:00 PM UTC+8","November 11, 2025 at 9:20:00 AM UTC+8","台北股市,yahoo股市","https://trends.google.com/trends/explore?q=%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82&geo=TW&hl=en-US"
"fmvp","500+","November 9, 2025 at 8:20:00 PM UTC+8","November 9, 2025 at 10:10:00 PM UTC+8","fmvp","https://trends.google.com/trends/explore?q=fmvp&geo=TW&hl=en-US"
"加藤小夏","1K+","November 9, 2025 at 9:30:00 PM UTC+8","November 9, 2025 at 11:10:00 PM UTC+8","加藤小夏","https://trends.google.com/trends/explore?q=%E5%8A%A0%E8%97%A4%E5%B0%8F%E5%A4%8F&geo=TW&hl=en-US"
"馮德倫","500+","November 7, 2025 at 10:10:00 PM UTC+8","November 8, 2025 at 3:10:00 PM UTC+8","馮德倫","https://trends.google.com/trends/explore?q=%E9%A6%AE%E5%BE%B7%E5%80%AB&geo=TW&hl=en-US"
"榮科","100+","November 11, 2025 at 10:40:00 AM UTC+8","November 11, 2025 at 11:30:00 AM UTC+8","榮科","https://trends.google.com/trends/explore?q=%E6%A6%AE%E7%A7%91&geo=TW&hl=en-US"
"艾琳娜·芮芭奇娜","500+","November 9, 2025 at 2:00:00 AM UTC+8","November 9, 2025 at 9:10:00 AM UTC+8","艾琳娜·芮芭奇娜,科科·高夫,潔西卡·佩古拉,wta年終總決賽","https://trends.google.com/trends/explore?q=%E8%89%BE%E7%90%B3%E5%A8%9C%C2%B7%E8%8A%AE%E8%8A%AD%E5%A5%87%E5%A8%9C&geo=TW&hl=en-US"
"dispatch","500+","November 8, 2025 at 9:30:00 PM UTC+8","November 9, 2025 at 12:50:00 AM UTC+8","dispatch,marshawn kneeland","https://trends.google.com/trends/explore?q=dispatch&geo=TW&hl=en-US"
"台指期夜盤","1K+","November 7, 2025 at 1:00:00 AM UTC+8","November 7, 2025 at 8:20:00 AM UTC+8","台指期夜盤","https://trends.google.com/trends/explore?q=%E5%8F%B0%E6%8C%87%E6%9C%9F%E5%A4%9C%E7%9B%A4&geo=TW&hl=en-US"
"星廚之戰","1K+","November 8, 2025 at 8:20:00 PM UTC+8","November 8, 2025 at 11:10:00 PM UTC+8","星廚之戰,胡宇威","https://trends.google.com/trends/explore?q=%E6%98%9F%E5%BB%9A%E4%B9%8B%E6%88%B0&geo=TW&hl=en-US"
"王家衛","1K+","November 6, 2025 at 12:20:00 PM UTC+8","November 7, 2025 at 9:50:00 AM UTC+8","王家衛,唐嫣","https://trends.google.com/trends/explore?q=%E7%8E%8B%E5%AE%B6%E8%A1%9B&geo=TW&hl=en-US"
"柑園火災","1K+","November 6, 2025 at 12:50:00 PM UTC+8","November 6, 2025 at 8:00:00 PM UTC+8","柑園火災,樹林火災,柑園國小,三峽火災","https://trends.google.com/trends/explore?q=%E6%9F%91%E5%9C%92%E7%81%AB%E7%81%BD&geo=TW&hl=en-US"
"歐冠","1K+","November 5, 2025 at 3:50:00 AM UTC+8","November 5, 2025 at 8:20:00 AM UTC+8","歐冠","https://trends.google.com/trends/explore?q=%E6%AD%90%E5%86%A0&geo=TW&hl=en-US"
"plg","1K+","November 8, 2025 at 6:10:00 PM UTC+8","November 8, 2025 at 8:30:00 PM UTC+8","plg,半獸人","https://trends.google.com/trends/explore?q=plg&geo=TW&hl=en-US"
"公牛 對 76人","1K+","November 5, 2025 at 9:00:00 AM UTC+8","November 5, 2025 at 2:00:00 PM UTC+8","公牛 對 76人","https://trends.google.com/trends/explore?q=%E5%85%AC%E7%89%9B%20%E5%B0%8D%2076%E4%BA%BA&geo=TW&hl=en-US"
"hawks vs lakers","500+","November 9, 2025 at 9:50:00 AM UTC+8","November 9, 2025 at 12:30:00 PM UTC+8","hawks vs lakers,lakers","https://trends.google.com/trends/explore?q=hawks%20vs%20lakers&geo=TW&hl=en-US"
"廣達","200+","November 10, 2025 at 8:40:00 PM UTC+8","November 10, 2025 at 9:40:00 PM UTC+8","廣達","https://trends.google.com/trends/explore?q=%E5%BB%A3%E9%81%94&geo=TW&hl=en-US"
"騎士 對 76人","1K+","November 6, 2025 at 8:10:00 AM UTC+8","November 6, 2025 at 1:00:00 PM UTC+8","騎士 對 76人","https://trends.google.com/trends/explore?q=%E9%A8%8E%E5%A3%AB%20%E5%B0%8D%2076%E4%BA%BA&geo=TW&hl=en-US"
"txt 大巨蛋","500+","November 8, 2025 at 5:40:00 PM UTC+8","November 8, 2025 at 11:20:00 PM UTC+8","txt 大巨蛋","https://trends.google.com/trends/explore?q=txt%20%E5%A4%A7%E5%B7%A8%E8%9B%8B&geo=TW&hl=en-US"
"arema fc vs persija jakarta","500+","November 8, 2025 at 4:50:00 PM UTC+8","November 8, 2025 at 7:40:00 PM UTC+8","arema fc vs persija jakarta","https://trends.google.com/trends/explore?q=arema%20fc%20vs%20persija%20jakarta&geo=TW&hl=en-US"
"環球晶","1K+","November 5, 2025 at 9:00:00 AM UTC+8","November 5, 2025 at 3:10:00 PM UTC+8","環球晶,6488","https://trends.google.com/trends/explore?q=%E7%92%B0%E7%90%83%E6%99%B6&geo=TW&hl=en-US"
"amc","500+","November 6, 2025 at 5:30:00 PM UTC+8","November 7, 2025 at 7:50:00 AM UTC+8","amc","https://trends.google.com/trends/explore?q=amc&geo=TW&hl=en-US"
"溜馬 對 籃網","1K+","November 6, 2025 at 7:50:00 AM UTC+8","November 6, 2025 at 11:50:00 AM UTC+8","溜馬 對 籃網","https://trends.google.com/trends/explore?q=%E6%BA%9C%E9%A6%AC%20%E5%B0%8D%20%E7%B1%83%E7%B6%B2&geo=TW&hl=en-US"
"celta đấu với barcelona","200+","November 10, 2025 at 6:30:00 AM UTC+8","November 10, 2025 at 8:40:00 AM UTC+8","celta đấu với barcelona","https://trends.google.com/trends/explore?q=celta%20%C4%91%E1%BA%A5u%20v%E1%BB%9Bi%20barcelona&geo=TW&hl=en-US"
"皮克敏","1K+","November 5, 2025 at 7:40:00 PM UTC+8","November 6, 2025 at 4:10:00 PM UTC+8","皮克敏","https://trends.google.com/trends/explore?q=%E7%9A%AE%E5%85%8B%E6%95%8F&geo=TW&hl=en-US"
"陳文章","500+","November 9, 2025 at 8:20:00 PM UTC+8","November 9, 2025 at 10:00:00 PM UTC+8","陳文章","https://trends.google.com/trends/explore?q=%E9%99%B3%E6%96%87%E7%AB%A0&geo=TW&hl=en-US"
"kkoma","500+","November 9, 2025 at 8:10:00 PM UTC+8","November 9, 2025 at 9:40:00 PM UTC+8","kkoma","https://trends.google.com/trends/explore?q=kkoma&geo=TW&hl=en-US"
"馮琪淯","500+","November 6, 2025 at 7:50:00 AM UTC+8","November 7, 2025 at 9:30:00 AM UTC+8","馮琪淯,台大醫院","https://trends.google.com/trends/explore?q=%E9%A6%AE%E7%90%AA%E6%B7%AF&geo=TW&hl=en-US"
"lck","200+","November 9, 2025 at 7:20:00 PM UTC+8","November 9, 2025 at 9:40:00 PM UTC+8","lck","https://trends.google.com/trends/explore?q=lck&geo=TW&hl=en-US"
"539 中獎號碼","2K+","November 8, 2025 at 9:10:00 PM UTC+8","November 9, 2025 at 7:10:00 AM UTC+8","539 中獎號碼,今彩 539,539開獎號碼,威力彩開獎,今彩539開獎號碼,台灣彩券","https://trends.google.com/trends/explore?q=539%20%E4%B8%AD%E7%8D%8E%E8%99%9F%E7%A2%BC&geo=TW&hl=en-US"
"火車","200+","November 10, 2025 at 7:10:00 AM UTC+8","November 10, 2025 at 9:00:00 AM UTC+8","火車","https://trends.google.com/trends/explore?q=%E7%81%AB%E8%BB%8A&geo=TW&hl=en-US"
"大同","200+","November 10, 2025 at 8:30:00 AM UTC+8","November 10, 2025 at 10:20:00 AM UTC+8","大同","https://trends.google.com/trends/explore?q=%E5%A4%A7%E5%90%8C&geo=TW&hl=en-US"
"啟碁","1K+","November 6, 2025 at 9:20:00 AM UTC+8","November 6, 2025 at 1:40:00 PM UTC+8","啟碁,6285","https://trends.google.com/trends/explore?q=%E5%95%9F%E7%A2%81&geo=TW&hl=en-US"
"火災","1K+","November 5, 2025 at 10:00:00 PM UTC+8","November 6, 2025 at 1:10:00 PM UTC+8","火災","https://trends.google.com/trends/explore?q=%E7%81%AB%E7%81%BD&geo=TW&hl=en-US"
"台塑運動會","500+","November 8, 2025 at 11:10:00 AM UTC+8","November 8, 2025 at 7:30:00 PM UTC+8","台塑運動會,台塑化","https://trends.google.com/trends/explore?q=%E5%8F%B0%E5%A1%91%E9%81%8B%E5%8B%95%E6%9C%83&geo=TW&hl=en-US"
"max verstappen","200+","November 10, 2025 at 2:10:00 AM UTC+8","November 10, 2025 at 8:20:00 AM UTC+8","max verstappen","https://trends.google.com/trends/explore?q=max%20verstappen&geo=TW&hl=en-US"
"lakers vs spurs","1K+","November 6, 2025 at 11:20:00 AM UTC+8","November 6, 2025 at 3:40:00 PM UTC+8","lakers vs spurs,lakers","https://trends.google.com/trends/explore?q=lakers%20vs%20spurs&geo=TW&hl=en-US"
"謝淑薇","1K+","November 7, 2025 at 9:00:00 PM UTC+8","November 8, 2025 at 4:40:00 AM UTC+8","謝淑薇,wta年終總決賽","https://trends.google.com/trends/explore?q=%E8%AC%9D%E6%B7%91%E8%96%87&geo=TW&hl=en-US"
"nuggets vs warriors","500+","November 8, 2025 at 11:30:00 AM UTC+8","November 8, 2025 at 2:40:00 PM UTC+8","nuggets vs warriors","https://trends.google.com/trends/explore?q=nuggets%20vs%20warriors&geo=TW&hl=en-US"
"歐冠","1K+","November 6, 2025 at 4:20:00 AM UTC+8","November 6, 2025 at 7:50:00 AM UTC+8","歐冠,曼城 對 多特蒙德","https://trends.google.com/trends/explore?q=%E6%AD%90%E5%86%A0&geo=TW&hl=en-US"
"諾瓦克·喬科維奇","500+","November 7, 2025 at 1:10:00 AM UTC+8","November 7, 2025 at 8:20:00 AM UTC+8","諾瓦克·喬科維奇","https://trends.google.com/trends/explore?q=%E8%AB%BE%E7%93%A6%E5%85%8B%C2%B7%E5%96%AC%E7%A7%91%E7%B6%AD%E5%A5%87&geo=TW&hl=en-US"
"彌勒皇教","500+","November 7, 2025 at 6:30:00 PM UTC+8","November 8, 2025 at 8:00:00 PM UTC+8","彌勒皇教,陳金龍","https://trends.google.com/trends/explore?q=%E5%BD%8C%E5%8B%92%E7%9A%87%E6%95%99&geo=TW&hl=en-US"
"djokovic","200+","November 9, 2025 at 12:20:00 AM UTC+8","November 9, 2025 at 8:30:00 AM UTC+8","djokovic","https://trends.google.com/trends/explore?q=djokovic&geo=TW&hl=en-US"
"羅素·衛斯特布魯克","1K+","November 6, 2025 at 12:20:00 PM UTC+8","November 6, 2025 at 3:20:00 PM UTC+8","羅素·衛斯特布魯克","https://trends.google.com/trends/explore?q=%E7%BE%85%E7%B4%A0%C2%B7%E8%A1%9B%E6%96%AF%E7%89%B9%E5%B8%83%E9%AD%AF%E5%85%8B&geo=TW&hl=en-US"
"guise","500+","November 6, 2025 at 12:20:00 AM UTC+8","November 6, 2025 at 9:50:00 AM UTC+8","guise","https://trends.google.com/trends/explore?q=guise&geo=TW&hl=en-US"
"普","500+","November 5, 2025 at 8:10:00 AM UTC+8","November 6, 2025 at 10:20:00 AM UTC+8","普","https://trends.google.com/trends/explore?q=%E6%99%AE&geo=TW&hl=en-US"
"美股大跌","1K+","November 7, 2025 at 11:20:00 PM UTC+8","November 8, 2025 at 2:30:00 AM UTC+8","美股大跌,台指期夜盤,台股夜盤,那斯達克指數","https://trends.google.com/trends/explore?q=%E7%BE%8E%E8%82%A1%E5%A4%A7%E8%B7%8C&geo=TW&hl=en-US"
"8096","100+","November 11, 2025 at 9:30:00 AM UTC+8","November 11, 2025 at 10:20:00 AM UTC+8","8096","https://trends.google.com/trends/explore?q=8096&geo=TW&hl=en-US"
"taipei weather","500+","November 10, 2025 at 5:50:00 AM UTC+8","November 10, 2025 at 8:10:00 AM UTC+8","taipei weather,taiwan weather,weather taipei,typhoon tracker,typhoon taiwan","https://trends.google.com/trends/explore?q=taipei%20weather&geo=TW&hl=en-US"
"teams","1K+","November 7, 2025 at 8:40:00 AM UTC+8","November 7, 2025 at 2:10:00 PM UTC+8","teams","https://trends.google.com/trends/explore?q=teams&geo=TW&hl=en-US"
"銀魂","1K+","November 5, 2025 at 8:00:00 PM UTC+8","November 6, 2025 at 6:00:00 AM UTC+8","銀魂","https://trends.google.com/trends/explore?q=%E9%8A%80%E9%AD%82&geo=TW&hl=en-US"
"德甲","500+","November 10, 2025 at 2:30:00 AM UTC+8","November 10, 2025 at 4:30:00 AM UTC+8","德甲","https://trends.google.com/trends/explore?q=%E5%BE%B7%E7%94%B2&geo=TW&hl=en-US"
"tottenham vs man united","500+","November 8, 2025 at 8:40:00 PM UTC+8","November 8, 2025 at 11:30:00 PM UTC+8","tottenham vs man united,manchester united","https://trends.google.com/trends/explore?q=tottenham%20vs%20man%20united&geo=TW&hl=en-US"
"club brugge vs barcelona","500+","November 6, 2025 at 5:00:00 AM UTC+8","November 6, 2025 at 9:10:00 AM UTC+8","club brugge vs barcelona","https://trends.google.com/trends/explore?q=club%20brugge%20vs%20barcelona&geo=TW&hl=en-US"
"力積電股票","100+","November 11, 2025 at 9:20:00 AM UTC+8","November 11, 2025 at 10:10:00 AM UTC+8","力積電股票","https://trends.google.com/trends/explore?q=%E5%8A%9B%E7%A9%8D%E9%9B%BB%E8%82%A1%E7%A5%A8&geo=TW&hl=en-US"
"王大陸","500+","November 8, 2025 at 12:50:00 PM UTC+8","November 8, 2025 at 3:50:00 PM UTC+8","王大陸","https://trends.google.com/trends/explore?q=%E7%8E%8B%E5%A4%A7%E9%99%B8&geo=TW&hl=en-US"
"白安","500+","November 8, 2025 at 7:30:00 PM UTC+8","November 8, 2025 at 10:20:00 PM UTC+8","白安","https://trends.google.com/trends/explore?q=%E7%99%BD%E5%AE%89&geo=TW&hl=en-US"
"萬波","500+","November 7, 2025 at 9:10:00 AM UTC+8","November 7, 2025 at 3:50:00 PM UTC+8","萬波","https://trends.google.com/trends/explore?q=%E8%90%AC%E6%B3%A2&geo=TW&hl=en-US"
"鵜鶘 對 黃蜂","1K+","November 5, 2025 at 9:10:00 AM UTC+8","November 5, 2025 at 1:30:00 PM UTC+8","鵜鶘 對 黃蜂","https://trends.google.com/trends/explore?q=%E9%B5%9C%E9%B6%98%20%E5%B0%8D%20%E9%BB%83%E8%9C%82&geo=TW&hl=en-US"
"curry","500+","November 8, 2025 at 11:10:00 AM UTC+8","November 8, 2025 at 2:10:00 PM UTC+8","curry,kings vs warriors","https://trends.google.com/trends/explore?q=curry&geo=TW&hl=en-US"
"可以不要再想念我了","200+","November 9, 2025 at 10:50:00 PM UTC+8","November 10, 2025 at 12:20:00 AM UTC+8","可以不要再想念我了","https://trends.google.com/trends/explore?q=%E5%8F%AF%E4%BB%A5%E4%B8%8D%E8%A6%81%E5%86%8D%E6%83%B3%E5%BF%B5%E6%88%91%E4%BA%86&geo=TW&hl=en-US"
"燕雲十六聲","500+","November 8, 2025 at 3:10:00 AM UTC+8","November 9, 2025 at 8:40:00 AM UTC+8","燕雲十六聲","https://trends.google.com/trends/explore?q=%E7%87%95%E9%9B%B2%E5%8D%81%E5%85%AD%E8%81%B2&geo=TW&hl=en-US"
"0056","1K+","November 7, 2025 at 11:30:00 AM UTC+8","November 7, 2025 at 1:10:00 PM UTC+8","0056","https://trends.google.com/trends/explore?q=0056&geo=TW&hl=en-US"
"ntr","100+","November 10, 2025 at 9:50:00 PM UTC+8","November 10, 2025 at 10:50:00 PM UTC+8","ntr","https://trends.google.com/trends/explore?q=ntr&geo=TW&hl=en-US"
"黃有良","500+","November 7, 2025 at 10:10:00 AM UTC+8","November 7, 2025 at 2:20:00 PM UTC+8","黃有良","https://trends.google.com/trends/explore?q=%E9%BB%83%E6%9C%89%E8%89%AF&geo=TW&hl=en-US"
"華邦電股票","200+","November 11, 2025 at 9:30:00 AM UTC+8","November 11, 2025 at 10:10:00 AM UTC+8","華邦電股票","https://trends.google.com/trends/explore?q=%E8%8F%AF%E9%82%A6%E9%9B%BB%E8%82%A1%E7%A5%A8&geo=TW&hl=en-US"
"liverpool vs madrid","1K+","November 5, 2025 at 4:50:00 AM UTC+8","November 5, 2025 at 9:00:00 AM UTC+8","liverpool vs madrid","https://trends.google.com/trends/explore?q=liverpool%20vs%20madrid&geo=TW&hl=en-US"
"神鬼傳奇","1K+","November 5, 2025 at 9:50:00 AM UTC+8","November 5, 2025 at 5:00:00 PM UTC+8","神鬼傳奇,布蘭登費雪","https://trends.google.com/trends/explore?q=%E7%A5%9E%E9%AC%BC%E5%82%B3%E5%A5%87&geo=TW&hl=en-US"
"雲林縣政府","100+","November 10, 2025 at 8:50:00 PM UTC+8","November 10, 2025 at 9:50:00 PM UTC+8","雲林縣政府","https://trends.google.com/trends/explore?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%94%BF%E5%BA%9C&geo=TW&hl=en-US"
"novo nordisk","500+","November 7, 2025 at 11:40:00 AM UTC+8","November 7, 2025 at 3:10:00 PM UTC+8","novo nordisk","https://trends.google.com/trends/explore?q=novo%20nordisk&geo=TW&hl=en-US"
"象鼻隧道","200+","November 9, 2025 at 6:10:00 PM UTC+8","November 10, 2025 at 7:40:00 AM UTC+8","象鼻隧道","https://trends.google.com/trends/explore?q=%E8%B1%A1%E9%BC%BB%E9%9A%A7%E9%81%93&geo=TW&hl=en-US"
"川普關稅","1K+","November 5, 2025 at 10:00:00 AM UTC+8","November 6, 2025 at 9:00:00 AM UTC+8","川普關稅,川普關稅法院判決,關稅,關稅判決","https://trends.google.com/trends/explore?q=%E5%B7%9D%E6%99%AE%E9%97%9C%E7%A8%85&geo=TW&hl=en-US"
"名古屋事件","500+","November 6, 2025 at 5:50:00 PM UTC+8","November 6, 2025 at 10:10:00 PM UTC+8","名古屋事件","https://trends.google.com/trends/explore?q=%E5%90%8D%E5%8F%A4%E5%B1%8B%E4%BA%8B%E4%BB%B6&geo=TW&hl=en-US"
"娃娃","500+","November 5, 2025 at 10:20:00 AM UTC+8","November 6, 2025 at 3:50:00 AM UTC+8","娃娃","https://trends.google.com/trends/explore?q=%E5%A8%83%E5%A8%83&geo=TW&hl=en-US"
"歐聯","200+","November 7, 2025 at 2:20:00 AM UTC+8","November 7, 2025 at 8:40:00 AM UTC+8","歐聯","https://trends.google.com/trends/explore?q=%E6%AD%90%E8%81%AF&geo=TW&hl=en-US"
"擎亞","100+","November 11, 2025 at 9:40:00 AM UTC+8","November 11, 2025 at 10:20:00 AM UTC+8","擎亞","https://trends.google.com/trends/explore?q=%E6%93%8E%E4%BA%9E&geo=TW&hl=en-US"
"天气","100+","November 11, 2025 at 7:20:00 AM UTC+8","November 11, 2025 at 8:30:00 AM UTC+8","天气","https://trends.google.com/trends/explore?q=%E5%A4%A9%E6%B0%94&geo=TW&hl=en-US"
"利物浦 對 皇家馬德里","500+","November 5, 2025 at 5:10:00 AM UTC+8","November 5, 2025 at 9:30:00 AM UTC+8","利物浦 對 皇家馬德里","https://trends.google.com/trends/explore?q=%E5%88%A9%E7%89%A9%E6%B5%A6%20%E5%B0%8D%20%E7%9A%87%E5%AE%B6%E9%A6%AC%E5%BE%B7%E9%87%8C&geo=TW&hl=en-US"
"鳥貴族","500+","November 6, 2025 at 12:00:00 AM UTC+8","November 7, 2025 at 2:30:00 AM UTC+8","鳥貴族","https://trends.google.com/trends/explore?q=%E9%B3%A5%E8%B2%B4%E6%97%8F&geo=TW&hl=en-US"
"tvbs","100+","November 10, 2025 at 8:00:00 PM UTC+8","November 10, 2025 at 9:10:00 PM UTC+8","tvbs","https://trends.google.com/trends/explore?q=tvbs&geo=TW&hl=en-US"
"lng","200+","November 8, 2025 at 11:40:00 PM UTC+8","November 9, 2025 at 3:00:00 AM UTC+8","lng","https://trends.google.com/trends/explore?q=lng&geo=TW&hl=en-US"
"達比修有","500+","November 5, 2025 at 6:40:00 AM UTC+8","November 5, 2025 at 1:40:00 PM UTC+8","達比修有","https://trends.google.com/trends/explore?q=%E9%81%94%E6%AF%94%E4%BF%AE%E6%9C%89&geo=TW&hl=en-US"
"諾瓦克·喬科維奇","500+","November 5, 2025 at 3:40:00 AM UTC+8","November 5, 2025 at 9:30:00 AM UTC+8","諾瓦克·喬科維奇","https://trends.google.com/trends/explore?q=%E8%AB%BE%E7%93%A6%E5%85%8B%C2%B7%E5%96%AC%E7%A7%91%E7%B6%AD%E5%A5%87&geo=TW&hl=en-US"
"韋禮安","200+","November 9, 2025 at 9:40:00 PM UTC+8","November 10, 2025 at 12:40:00 AM UTC+8","韋禮安","https://trends.google.com/trends/explore?q=%E9%9F%8B%E7%A6%AE%E5%AE%89&geo=TW&hl=en-US"
"三重","500+","November 6, 2025 at 5:10:00 PM UTC+8","November 7, 2025 at 1:30:00 PM UTC+8","三重","https://trends.google.com/trends/explore?q=%E4%B8%89%E9%87%8D&geo=TW&hl=en-US"
"yahoo新聞","1K+","November 7, 2025 at 8:00:00 AM UTC+8","November 7, 2025 at 1:20:00 PM UTC+8","yahoo新聞","https://trends.google.com/trends/explore?q=yahoo%E6%96%B0%E8%81%9E&geo=TW&hl=en-US"
"中山工商","200+","November 8, 2025 at 6:50:00 PM UTC+8","November 8, 2025 at 8:50:00 PM UTC+8","中山工商","https://trends.google.com/trends/explore?q=%E4%B8%AD%E5%B1%B1%E5%B7%A5%E5%95%86&geo=TW&hl=en-US"
"冠軍之路","200+","November 7, 2025 at 6:50:00 PM UTC+8","November 8, 2025 at 10:50:00 AM UTC+8","冠軍之路","https://trends.google.com/trends/explore?q=%E5%86%A0%E8%BB%8D%E4%B9%8B%E8%B7%AF&geo=TW&hl=en-US"
"mu stock","200+","November 10, 2025 at 11:10:00 PM UTC+8","November 10, 2025 at 11:50:00 PM UTC+8","mu stock","https://trends.google.com/trends/explore?q=mu%20stock&geo=TW&hl=en-US"
"長科","100+","November 11, 2025 at 9:30:00 AM UTC+8","November 11, 2025 at 10:20:00 AM UTC+8","長科","https://trends.google.com/trends/explore?q=%E9%95%B7%E7%A7%91&geo=TW&hl=en-US"
"mercari","500+","November 9, 2025 at 12:40:00 AM UTC+8","November 9, 2025 at 6:00:00 AM UTC+8","mercari","https://trends.google.com/trends/explore?q=mercari&geo=TW&hl=en-US"
"李玖哲","200+","November 8, 2025 at 8:40:00 PM UTC+8","November 8, 2025 at 10:50:00 PM UTC+8","李玖哲","https://trends.google.com/trends/explore?q=%E6%9D%8E%E7%8E%96%E5%93%B2&geo=TW&hl=en-US"
"老鷹 對 魔術","500+","November 5, 2025 at 10:00:00 AM UTC+8","November 5, 2025 at 2:00:00 PM UTC+8","老鷹 對 魔術","https://trends.google.com/trends/explore?q=%E8%80%81%E9%B7%B9%20%E5%B0%8D%20%E9%AD%94%E8%A1%93&geo=TW&hl=en-US"
"bulacan","500+","November 6, 2025 at 11:10:00 AM UTC+8","November 6, 2025 at 2:00:00 PM UTC+8","bulacan","https://trends.google.com/trends/explore?q=bulacan&geo=TW&hl=en-US"
"vix","200+","November 8, 2025 at 12:10:00 AM UTC+8","November 8, 2025 at 8:00:00 AM UTC+8","vix","https://trends.google.com/trends/explore?q=vix&geo=TW&hl=en-US"
"atalanta vs sassuolo","200+","November 9, 2025 at 8:30:00 PM UTC+8","November 9, 2025 at 10:20:00 PM UTC+8","atalanta vs sassuolo","https://trends.google.com/trends/explore?q=atalanta%20vs%20sassuolo&geo=TW&hl=en-US"
"華邦電法說會","500+","November 5, 2025 at 1:50:00 PM UTC+8","November 5, 2025 at 7:10:00 PM UTC+8","華邦電法說會","https://trends.google.com/trends/explore?q=%E8%8F%AF%E9%82%A6%E9%9B%BB%E6%B3%95%E8%AA%AA%E6%9C%83&geo=TW&hl=en-US"
"台股夜盤","500+","November 7, 2025 at 5:30:00 AM UTC+8","November 7, 2025 at 8:40:00 AM UTC+8","台股夜盤","https://trends.google.com/trends/explore?q=%E5%8F%B0%E8%82%A1%E5%A4%9C%E7%9B%A4&geo=TW&hl=en-US"
